workorder,open,close,tail,airframe,ata,label,label_id,cleaned_problem,original_problem,date,ata2,original_action
1113941,6/8/12,8/8/12,N595ND,SEMI,7230,intake gasket leak/damage,c_28,#2 INTAKE LEAKING ON R/H ENGINE.,#2 INTAKE LEAKING ON R/H ENGINE.,6/8/12,7230,REMOVED & REPLACED #2 INTAKE GASKET ON R/H ENGINE.
1113941,6/8/12,8/8/12,N595ND,SEMI,7230,intake gasket leak/damage,c_28,"INTAKES 2, # & 4 LEAKING ON L/H ENGINE.","INTAKES 2, # & 4 LEAKING ON L/H ENGINE.",6/8/12,7230,"REMOVED & REPLACED INTAKE GASKET 2, 3 & 4 ON L/H ENGINE"
1113941,6/8/12,8/8/12,N595ND,SEMI,7230,rocker cover leak/loose/damage,c_37,ROCKER COVERS 2 & 4 LEAKING ON R/H ENGINE.,ROCKER COVERS 2 & 4 LEAKING ON R/H ENGINE.,6/8/12,7230,REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS ON R/H E
1113969,7/8/12,8/8/12,N583ND,SEMI,7230,engine run rough,c_24,"ON RIGHT ENG START, ENGINE RAN VERY ROUGH.","ON RIGHT ENG START, ENGINE RAN VERY ROUGH.",8/8/12,7230,"REMOVED & REPLACED #3 CYL ASSY. REEMED 1, 2, 4 EXHAUST"
1113969,7/8/12,8/8/12,N583ND,SEMI,7230,engine run rough,c_24,"ON RIGHT ENG START, ENGINE RAN VERY ROUGH.","ON RIGHT ENG START, ENGINE RAN VERY ROUGH.",7/8/12,7230,"RAN ENGINE, #3 CYL NO EGT. PULLED PROP THROUGH 4 COMPRE"
1113978,7/8/12,7/8/12,N537ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE IS LEAKING.,#2 INTAKE IS LEAKING.,7/8/12,7230,REMOVED & REPLACED INTAKE GASKETS.
1113988,7/8/12,8/8/12,N538ND,C172,7230,intake gasket leak/damage,c_28,CYL #2 INTAKE GASKET IS LEAKING.,CYL #2 INTAKE GASKET IS LEAKING.,8/8/12,7230,REMOVED & REPLACED CYL #2 INTAKE GASKET.
1113988,7/8/12,8/8/12,N538ND,C172,7230,rocker cover leak/loose/damage,c_37,CYL #2 & 3 ROCKER COVERS LEAKING.,CYL #2 & 3 ROCKER COVERS LEAKING.,8/8/12,7230,REMOVED & REPLACED CYL #2 & 3 ROCKER COVER GASKETS.
1113988,7/8/12,8/8/12,N538ND,C172,7230,baffle bracket loose/damage,c_3,CYL #3 AFT BAFFLE I/B SCREW BRACKET RIVETS ARE SHEARED OFF.,CYL #3 AFT BAFFLE I/B SCREW BRACKET RIVETS ARE SHEARED OFF.,8/8/12,7230,"REMOVED CYL #3 AFT BAFFLE, REPLACED BROKEN FASTENERS &"
1114013,8/8/12,8/8/12,N569ND,C172,7230,rocker cover leak/loose/damage,c_37,#3 ROCKER COVER LEAKING.,#3 ROCKER COVER LEAKING.,8/8/12,7230,REMOVED & REPLACED ROCKER COVER W/ NEW.
1114025,8/8/12,8/8/12,N510ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 & 4 ROCKER COVER GASKETS LEAKING.,#2 & 4 ROCKER COVER GASKETS LEAKING.,8/8/12,7230,REMOVED & REPLACED GASKETS.
1114030,9/8/12,9/8/12,N491ND,SEMI,7230,intake gasket leak/damage,c_28,R/H ENGINE #2 INTAKE IS LEAKING.,R/H ENGINE #2 INTAKE IS LEAKING.,9/8/12,7230,REMOVED & REPLACED GASKET.
1114030,9/8/12,9/8/12,N491ND,SEMI,7230,rocker cover leak/loose/damage,c_37,L/H ENGINE #4 ROCKER COVER GASKET LEAKING.,L/H ENGINE #4 ROCKER COVER GASKET LEAKING.,9/8/12,7230,REMOVED & REPLACED GASKET.
1114030,9/8/12,9/8/12,N491ND,SEMI,7230,rocker cover leak/loose/damage,c_37,"R/H ENGINE, ALL 4 ROCKER COVER GASKETS SEEPING.","R/H ENGINE, ALL 4 ROCKER COVER GASKETS SEEPING.",9/8/12,7230,REMOVED & REPLACED ALL GASKETS.
1114056,9/8/12,9/8/12,N524ND,C172,7230,baffle screw miss/loose,c_8,R/H REAR ENGINE BAFFLE SCREW MISSING.,R/H REAR ENGINE BAFFLE SCREW MISSING.,9/8/12,7230,INSTALLED NEW SCREW.
1114056,9/8/12,9/8/12,N524ND,C172,7230,rocker cover leak/loose/damage,c_37,ROCKER BOX COVER SCREWS LOOSE (ALL CYLS).,ROCKER BOX COVER SCREWS LOOSE (ALL CYLS).,9/8/12,7230,RETORQUED SCREWS.
1114056,9/8/12,9/8/12,N524ND,C172,7230,induction damage/hardware fail,c_27,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,9/8/12,7230,TIGHTENED HOSE CLAMPS.
1114057,9/8/12,9/8/12,N576ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE LEAKING.,#2 INTAKE LEAKING.,9/8/12,7230,REMOVED & REPLACED #2 INTAKE GASKET.
1114065,9/8/12,9/8/12,N547ND,C172,7230,rocker cover leak/loose/damage,c_37,#4 ROCKER COVER IS LEAKING.,#4 ROCKER COVER IS LEAKING.,9/8/12,7230,REMOVED & REPLACED ROCKER COVER GASKET.
1114084,10/8/12,10/8/12,N517ND,C172,7230,induction damage/hardware fail,c_27,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,10/8/12,7230,TIGHTENED HOSE CLAMPS.
1114084,10/8/12,10/8/12,N517ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 & 4 ROCKER BOX COVER SCREWS LOOSE.,#2 & 4 ROCKER BOX COVER SCREWS LOOSE.,10/8/12,7230,RETORQUED #2 & 4 ROCKER BOX COVER SCREWS.
1114134,8/13/12,8/17/12,N582ND,SEMI,7230,intake gasket leak/damage,c_28,L/H ENGINE #1 INTAKE LEAKING.,L/H ENGINE #1 INTAKE LEAKING.,8/13/12,7230,REMOVED & REPLACED L/H #1 INTAKE GASKET.
1114134,8/13/12,8/17/12,N582ND,SEMI,7230,intake gasket leak/damage,c_28,R/H ENGINE #2 & 1 INTAKE LEAKING.,R/H ENGINE #2 & 1 INTAKE LEAKING.,8/13/12,7230,REMOVED & REPLACED R/H ENGINE INTAKE GASKETS 1 & 2.
1114138,8/13/12,8/13/12,N521ND,C172,7230,baffle seal loose/damage,c_9,R/H FWD UPPER BAFFLE SEAL IS LOOSE.,R/H FWD UPPER BAFFLE SEAL IS LOOSE.,8/13/12,7230,REPLACED BAFFLE SEAL.
1114158,8/14/12,8/14/12,N519ND,C172,7230,rocker cover leak/loose/damage,c_37,#4 ROCKER COVER IS LEAKING.,#4 ROCKER COVER IS LEAKING.,8/14/12,7230,REMOVED & REPLACED GASKET.
1114182,8/14/12,8/14/12,N527ND,C172,7230,rocker cover leak/loose/damage,c_37,ROCKER BOX COVER SCREWS LOOSE.,ROCKER BOX COVER SCREWS LOOSE.,8/14/12,7230,RETORQUE ROCKER BOX COVER SCREWS.
1114183,8/14/12,8/14/12,N571ND,C172,7230,rocker cover leak/loose/damage,c_37,#4 ROCKER GASKET LEAKING.,#4 ROCKER GASKET LEAKING.,8/14/12,7230,REPLACED ROCKER GASKET.
1114184,8/14/12,8/14/12,N563ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 ROCKER COVER IS LEAKING.,#2 ROCKER COVER IS LEAKING.,8/14/12,7230,REMOVED & REPLACED ROCKER COVER GASKET.
1114199,8/15/12,8/15/12,N278ND,ARRO,7220,cylinder compression issue,c_13,#4 CYL HAS NO COMPRESSION.,#4 CYL HAS NO COMPRESSION.,8/15/12,7230,"INSTALLED NEW GASKET, LEAK CK GOOD."
1114199,8/15/12,8/15/12,N278ND,ARRO,7220,cylinder compression issue,c_13,#4 CYL HAS NO COMPRESSION.,#4 CYL HAS NO COMPRESSION.,8/15/12,7230,"INSPECTED VALVES, FOUND NO DEFECTS. RAN A/C & RECHECKED"
1114201,8/15/12,8/15/12,N523ND,C172,7230,baffle screw miss/loose,c_8,SCREW MISSING ON #3 BAFFLE.,SCREW MISSING ON #3 BAFFLE.,8/15/12,7230,REPLACED SCREW.
1114201,8/15/12,8/15/12,N523ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 ROCKER COVER IS LEAKING.,#2 ROCKER COVER IS LEAKING.,8/15/12,7230,REPLACED GASKET.
1114222,8/15/12,8/16/12,N598ND,SEMI,7230,induction damage/hardware fail,c_27,INDUCTION TUBE HOSE CLAMPS LOOSE.,INDUCTION TUBE HOSE CLAMPS LOOSE.,8/16/12,7230,TIGHTENED HOSE CLAMPS.
1114222,8/15/12,8/16/12,N598ND,SEMI,7230,intake gasket leak/damage,c_28,R/H ENG CYL #3 INTAKE IS LEAKING.,R/H ENG CYL #3 INTAKE IS LEAKING.,8/15/12,7230,REPLACED INTAKE GASKET.
1114222,8/15/12,8/16/12,N598ND,SEMI,7230,induction damage/hardware fail,c_27,L/H ENG #4 INDUCTION TUBE GASKET LEAKING.,L/H ENG #4 INDUCTION TUBE GASKET LEAKING.,8/15/12,7230,REPLACED INTAKE GASKET.
1114222,8/15/12,8/16/12,N598ND,SEMI,7230,baffle seal loose/damage,c_9,L/H ENG CYL #1 FWD BAFFLE SEAL IS LOOSE.,L/H ENG CYL #1 FWD BAFFLE SEAL IS LOOSE.,8/16/12,7230,RESECURED #1 FWD BAFFLE SEAL.
1114222,8/15/12,8/16/12,N598ND,SEMI,7230,rocker cover leak/loose/damage,c_37,"L/H ENG #1, 2 & 3 ROCKER BOX COVERS LEAKING.","L/H ENG #1, 2 & 3 ROCKER BOX COVERS LEAKING.",8/15/12,7230,REPLACED ROCKER COVER GASKETS.
1114222,8/15/12,8/16/12,N598ND,SEMI,7230,intake tube/bolt/seal/boot loose or damage,c_29,R/H ENG #2 INTAKE TUBE GASKET IS LEAKING.,R/H ENG #2 INTAKE TUBE GASKET IS LEAKING.,8/16/12,7230,INSTALLED NEW #2 INTAKE TUBE GASKET.
1114222,8/15/12,8/16/12,N598ND,SEMI,7230,rocker cover leak/loose/damage,c_37,R/H ENG ALL ROCKER COVER GASKETS LEAKING.,R/H ENG ALL ROCKER COVER GASKETS LEAKING.,8/15/12,7230,INSTALLED NEW R/H ENG ROCKER BOX COVER GASKETS.
1114223,8/15/12,8/15/12,N568ND,C172,7230,baffle bracket loose/damage,c_3,AFT BAFFLE BRACKET RIVETS SHEARED.,AFT BAFFLE BRACKET RIVETS SHEARED.,8/15/12,7230,RESECURED BAFFLE BRACKET.
1114238,8/16/12,8/17/12,N552ND,C172,7230,baffle crack/damage/loose/miss,c_4,#3 AFT BAFFLE IS WORN THROUGH AT I/B CYLINDER WRAP.,#3 AFT BAFFLE IS WORN THROUGH AT I/B CYLINDER WRAP.,8/16/12,7230,REMOVED WORN PIECE. FABRICATED REPLACEMENT FROM LIKE MA
1114246,8/16/12,8/16/12,N507ND,C172,7230,baffle crack/damage/loose/miss,c_4,FRONT R/H BAFFLE SIDE HAS A CRACK BY SCREW.,FRONT R/H BAFFLE SIDE HAS A CRACK BY SCREW.,8/16/12,7230,STOP DRILLED CRACK.
1114246,8/16/12,8/16/12,N507ND,C172,7230,baffle crack/damage/loose/miss,c_4,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,8/16/12,7230,REMOVED BAFFLE.
1114246,8/16/12,8/16/12,N507ND,C172,7230,baffle crack/damage/loose/miss,c_4,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,8/16/12,7230,FABRICATED PATCH W/ LIKE MATERIALS. RIVETED IAW CESSNA
1114250,8/16/12,8/16/12,N513ND,C172,7230,rocker cover leak/loose/damage,c_37,"#2, 3 & 4 ROCKER GASKETS LEAKING.","#2, 3 & 4 ROCKER GASKETS LEAKING.",8/16/12,7230,"REPLACED #2, 3 & 4 ROCKER GASKETS. LEAK CHECK GOOD."
1114282,8/17/12,8/21/12,N282ND,ARRO,7230,baffle crack/damage/loose/miss,c_4,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,8/21/12,7230,INSTALLED NEW BAFFLE.
1114282,8/17/12,8/21/12,N282ND,ARRO,7230,baffle crack/damage/loose/miss,c_4,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,8/17/12,7230,REMOVED R/H REAR BAFFLE.
1114282,8/17/12,8/21/12,N282ND,ARRO,7230,rocker cover leak/loose/damage,c_37,SCREW MISSING IN #4 ROCKER COVER.,SCREW MISSING IN #4 ROCKER COVER.,8/17/12,7230,INSTALLED & TORQUED NEW SCREW IN #4 ROCKER BOX COVER. R
1114321,8/20/12,8/20/12,N384ND,ARRO,7230,intake gasket leak/damage,c_28,#2 INTAKE IS LEAKING.,#2 INTAKE IS LEAKING.,8/20/12,7230,REPLACED GASKET.
1114358,8/20/12,8/20/12,N2081G,H300,7230,cylinder crack/fail/need part repair,c_14,BRACKET SECURING OIL LINE TO #2 CYLINDER BROKEN.,BRACKET SECURING OIL LINE TO #2 CYLINDER BROKEN.,8/20/12,7230,REMOVED & REPLACED BRACKET.
1114362,8/20/12,11/10/12,N548ND,C172,7200,engine crankcase/crankshaft/firewall near repair,c_20,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,8/28/12,7200,REMOVED ENGINE TO FACILITATE REPAIR BY ODEGAARD WINGS.
1114362,8/20/12,11/10/12,N548ND,C172,7200,engine crankcase/crankshaft/firewall near repair,c_20,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,10/10/12,7200,REINSTALLED ENGINE IAW CESSNA MODEL 172 MAINTENANCE MAN
1114364,8/20/12,8/20/12,N525ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 ROCKER COVER GASKET LEAKING.,#2 ROCKER COVER GASKET LEAKING.,8/20/12,7230,REMOVED & REPLACED #2 ROCKER COVER GASKET.
1114380,8/21/12,8/21/12,N528ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 & 4 ROCKER COVERS ARE LEAKING.,#2 & 4 ROCKER COVERS ARE LEAKING.,8/21/12,7230,REMOVED & REPLACED GASKETS.
1114383,8/21/12,8/21/12,N2161J,H300,7200,engine idle/rpm issue,c_22,"DOING MAX PERFORM T/O @ 3200, MP WON'T GO ANY HIGHER THAN 24","DOING MAX PERFORM T/O @ 3200, MP WON'T GO ANY HIGHER THAN 24",8/21/12,7200,REQUIRES MX FLIGHT TO VERIFY DISCREPANCY - SEE W/O #111
1114412,8/21/12,8/21/12,N575ND,C172,7230,rocker cover leak/loose/damage,c_37,"ROCKER COVER GASKETS 1, 3 & 4 LEAKING.","ROCKER COVER GASKETS 1, 3 & 4 LEAKING.",8/21/12,7230,"REMOVED & REPLACED ROCKER COVER GASKETS 1, 3 & 4."
1114414,8/21/12,8/21/12,N565ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 & 4 CYLINDER ROCKER COVER GASKETS LEAKING.,#2 & 4 CYLINDER ROCKER COVER GASKETS LEAKING.,8/21/12,7230,REMOVED & REPLACED #2 & 4 GASKETS.
1114421,8/21/12,8/21/12,N516ND,C172,7230,rocker cover leak/loose/damage,c_37,"#1, 2 & 3 ROCKER BOX COVER SCREWS LOOSE.","#1, 2 & 3 ROCKER BOX COVER SCREWS LOOSE.",8/21/12,7230,TIGHTENED SCREWS.
1114453,8/22/12,8/22/12,N545ND,C172,7230,rocker cover leak/loose/damage,c_37,#1 & 3 ROCKER COVERS LEAKING.,#1 & 3 ROCKER COVERS LEAKING.,8/22/12,7230,REMOVED & REPLACED #1 & 3 ROCKER COVER GASKETS.
1114458,8/22/12,8/22/12,N537ND,C172,7230,rocker cover leak/loose/damage,c_37,ROCKER BOX COVER SCREWS LOOSE (ALL CYL).,ROCKER BOX COVER SCREWS LOOSE (ALL CYL).,8/22/12,7230,TIGHTENED SCREWS.
1114458,8/22/12,8/22/12,N537ND,C172,7230,induction damage/hardware fail,c_27,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,8/22/12,7230,TIGHTENED HOSE CLAMPS.
1114469,8/22/12,8/22/12,N577ND,C172,7230,intake gasket leak/damage,c_28,#3 INTAKE LEAKING AT CLAMP.,#3 INTAKE LEAKING AT CLAMP.,8/22/12,7230,READJUSTED & TIGHTENED CLAMP.
1114469,8/22/12,8/22/12,N577ND,C172,7230,intake tube/bolt/seal/boot loose or damage,c_29,#2 INTAKE GASKET LEAKING.,#2 INTAKE GASKET LEAKING.,8/22/12,7230,REMOVED & REPLACED INTAKE GASKET W/ NEW.
1114469,8/22/12,8/22/12,N577ND,C172,7230,baffle rivet loose/miss/damage,c_7,"RIVET PULLED THROUGH BAFFLE SEAL, #1 CYL.","RIVET PULLED THROUGH BAFFLE SEAL, #1 CYL.",8/22/12,7230,REMOVED OLD RIVET & INSTALLED NEW RIVET.
1114485,8/23/12,8/23/12,N520ND,C172,7230,rocker cover leak/loose/damage,c_37,#3 ROCKER COVER LEAKING.,#3 ROCKER COVER LEAKING.,8/23/12,7230,REMOVED & REPLACED GASKET.
1114509,8/23/12,8/23/12,N583ND,SEMI,7230,baffle crack/damage/loose/miss,c_4,L/H ENGINE I/B BAFFLE INTERCONNECT ROD BROKEN.,L/H ENGINE I/B BAFFLE INTERCONNECT ROD BROKEN.,8/23/12,7230,REMOVED & REPLACED BAFFLE INTERCONNECT ROD.
1114511,8/23/12,8/23/12,N567ND,C172,7230,induction damage/hardware fail,c_27,#2 INDUCTION TUBE HOSE CLAMP BROKEN.,#2 INDUCTION TUBE HOSE CLAMP BROKEN.,8/23/12,7230,INSTALLED NEW HOSE CLAMP.
1114511,8/23/12,8/23/12,N567ND,C172,7230,intake tube/bolt/seal/boot loose or damage,c_29,"#1, 2, 3 CYLINDER INTAKE GASKETS LEAKING.","#1, 2, 3 CYLINDER INTAKE GASKETS LEAKING.",8/23/12,7230,INSTALLED NEW INTAKE GASKETS.
1114526,8/24/12,8/24/12,N570ND,C172,7230,rocker cover leak/loose/damage,c_37,#4 ROCKER COVER IS LEAKING.,#4 ROCKER COVER IS LEAKING.,8/24/12,7230,REMOVED & REPLACED #4 ROCKER COVER GASKET.
1114549,8/24/12,8/24/12,N510ND,C172,7230,baffle rivet loose/miss/damage,c_7,AFT R/H BAFFLE HAS MISSING RIVET.,AFT R/H BAFFLE HAS MISSING RIVET.,8/24/12,7230,REMOVED & REPLACED RIVET.
1114549,8/24/12,8/24/12,N510ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 & 4 ROCKER COVERS LEAKING.,#2 & 4 ROCKER COVERS LEAKING.,8/24/12,7230,REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS.
1114564,8/25/12,8/27/12,N509ND,C172,7210,engine crankcase/crankshaft/firewall near repair,c_20,RING GEAR HAS TOO MANY DAMAGED TEETH.,RING GEAR HAS TOO MANY DAMAGED TEETH.,8/25/12,7210,REMOVED PROP & INSTALLED SERVICEABLE RING GEAR ASSY. IN
1114568,8/25/12,8/26/12,N566ND,C172,7230,cylinder crack/fail/need part repair,c_14,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,8/26/12,7230,LEAK CHECK GOOD.
1114568,8/25/12,8/26/12,N566ND,C172,7230,cylinder crack/fail/need part repair,c_14,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,8/25/12,7230,REMOVED & REPLACED OIL RETURN LINE.
1114568,8/25/12,8/26/12,N566ND,C172,7230,baffle bracket loose/damage,c_3,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.,8/25/12,7230,REMOVED R/H SIDE BAFFLE OFF ENGINE.
1114568,8/25/12,8/26/12,N566ND,C172,7230,baffle bracket loose/damage,c_3,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.,8/26/12,7230,REPLACED BAFFLE W/ SERVICEABLE BAFFLE.
1114587,8/27/12,8/27/12,N514ND,C172,7230,rocker cover leak/loose/damage,c_37,#1 ROCKER COVER LEAKING.,#1 ROCKER COVER LEAKING.,8/27/12,7230,REMOVED & REPLACED ROCKER COVER GASKET.
1114590,8/27/12,8/28/12,N590ND,SEMI,7230,baffle crack/damage/loose/miss,c_4,R/H ENGINE CYL #3 AFT BAFFLE IS CRACKED.,R/H ENGINE CYL #3 AFT BAFFLE IS CRACKED.,8/28/12,7230,STOP DRILLED CRACK IN R/H ENG #3 AFT BAFFLE.
1114590,8/27/12,8/28/12,N590ND,SEMI,7230,baffle crack/damage/loose/miss,c_4,L/H ENGINE CYL #4 AFT BAFFLE STIFFENER IS CRACKED.,L/H ENGINE CYL #4 AFT BAFFLE STIFFENER IS CRACKED.,8/28/12,7230,REMOVED & REPLACED CRACKED STIFFENER.
1114633,8/27/12,8/27/12,N559ND,C172,7230,intake gasket leak/damage,c_28,CYL #2 & 3 INTAKES ARE LEAKING.,CYL #2 & 3 INTAKES ARE LEAKING.,8/27/12,7230,REMOVED & REPLACED CYL #2 & 3 INTAKE GASKETS.
1114633,8/27/12,8/27/12,N559ND,C172,7230,baffle seal loose/damage,c_9,R/H FWD UPPER BAFFLE SEAL NEEDS TO BE RESECURED.,R/H FWD UPPER BAFFLE SEAL NEEDS TO BE RESECURED.,8/27/12,7230,INSTALLED POP RIVET TO RESECURE R/H FWD BAFFLE SEAL.
1114640,8/27/12,8/27/12,N576ND,C172,7230,intake gasket leak/damage,c_28,#1 INTAKE IS LEAKING.,#1 INTAKE IS LEAKING.,8/27/12,7230,REMOVED & REPLACED #1 INTAKE GASKET.
1114687,8/28/12,8/28/12,N517ND,C172,7230,rocker cover leak/loose/damage,c_37,ROCKER COVERS 2 & 3 LEAKING.,ROCKER COVERS 2 & 3 LEAKING.,8/28/12,7230,REMOVED & REPLACED ROCKER COVER GASKETS 2 & 3.
1114689,8/28/12,8/28/12,N524ND,C172,7230,induction damage/hardware fail,c_27,#2 INDUCTION TUBE GASKET LEAKING.,#2 INDUCTION TUBE GASKET LEAKING.,8/28/12,7230,INSTALLED NEW #2 INDUCTION TUBE GASKET.
1114689,8/28/12,8/28/12,N524ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 & 3 ROCKER BOX COVER GASKETS LEAKING.,#2 & 3 ROCKER BOX COVER GASKETS LEAKING.,8/28/12,7230,INSTALLED NEW ROCKER BOX COVER GASKETS.
1114740,8/29/12,8/29/12,N599ND,SEMI,7230,baffle screw miss/loose,c_8,"CAP SCREW MISSING, L/H ENG #4 BAFFLE.","CAP SCREW MISSING, L/H ENG #4 BAFFLE.",8/29/12,7230,INSTALLED NEW SCREW.
1114742,8/29/12,8/29/12,N507ND,C172,7230,rocker cover leak/loose/damage,c_37,#4 ROCKER COVER LEAKING.,#4 ROCKER COVER LEAKING.,8/29/12,7230,REMOVED & REPLACED #4 ROCKER COVER GASKET.
1114749,8/30/12,8/30/12,N571ND,C172,7230,rocker cover leak/loose/damage,c_37,ALL ROCKER COVERS HAVE LOOSE SCREWS.,ALL ROCKER COVERS HAVE LOOSE SCREWS.,8/30/12,7230,TIGHTENED ALL COVERS.
1114772,8/30/12,8/30/12,N593ND,SEMI,7230,intake gasket leak/damage,c_28,R/H ENG #3 INTAKE LEAKING.,R/H ENG #3 INTAKE LEAKING.,8/30/12,7230,REMOVED & REPLACED #3 INTAKE GASKET W/ NEW.
1114772,8/30/12,8/30/12,N593ND,SEMI,7230,rocker cover leak/loose/damage,c_37,HARDWARE MISSING ON R/H ENGINE #4 ROCKER COVER.,HARDWARE MISSING ON R/H ENGINE #4 ROCKER COVER.,8/30/12,7230,INSTALLED NEW SCREW INTO #4 ROCKER COVER.
1114847,2/9/12,2/9/12,N550ND,C172,7230,intake gasket leak/damage,c_28,#4 INTAKE GASKET LEAKING.,#4 INTAKE GASKET LEAKING.,2/9/12,7230,REPLACED GASKET.
1114876,4/9/12,6/9/12,N581ND,SEMI,7230,rocker cover leak/loose/damage,c_37,RIGHT ENG #2 ROCKER COVER LEAKING.,RIGHT ENG #2 ROCKER COVER LEAKING.,4/9/12,7230,REMOVED & REPLACED #2 ROCKER COVER.
1114928,4/9/12,6/9/12,N545ND,C172,7230,rocker cover leak/loose/damage,c_37,#1 & 3 ROCKER BOX COVER SCREWS LOOSE.,#1 & 3 ROCKER BOX COVER SCREWS LOOSE.,4/9/12,7230,TIGHTENED SCREWS.
1114928,4/9/12,6/9/12,N545ND,C172,7230,induction damage/hardware fail,c_27,#2 & 4 INDUCTION TUBE GASKETS LEAKING.,#2 & 4 INDUCTION TUBE GASKETS LEAKING.,4/9/12,7230,INSTALLED NEW #2 & 4 INDUCTION TUBE GASKETS.
1114950,5/9/12,5/9/12,N515ND,C172,7230,rocker cover leak/loose/damage,c_37,ALL SCREWS FOR ROCKER COVERS ARE LOOSE.,ALL SCREWS FOR ROCKER COVERS ARE LOOSE.,5/9/12,7230,TIGHTENED ALL SCREWS.
1114988,5/9/12,5/9/12,N551ND,C172,7230,intake gasket leak/damage,c_28,#1 & 4 INTAKES LEAKING.,#1 & 4 INTAKES LEAKING.,5/9/12,7230,REMOVED & REPLACED INTAKE GASKETS 1 & 4.
1114989,5/9/12,5/9/12,N557ND,C172,7230,induction damage/hardware fail,c_27,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,5/9/12,7230,TIGHTENED HOSE CLAMPS.
1114989,5/9/12,5/9/12,N557ND,C172,7230,baffle mount loose/damage,c_5,R/H REAR BAFFLE MOUNTING SCREW LOOSE.,R/H REAR BAFFLE MOUNTING SCREW LOOSE.,5/9/12,7230,TIGHTENED R/H REAR BAFFLE MOUNTING SCREW.
1115000,5/9/12,5/9/12,N525ND,C172,7230,baffle plug need repair/replace,c_6,L/H BAFFLE PLUG MISSING.,L/H BAFFLE PLUG MISSING.,5/9/12,7230,INSTALLED PATCH FABRICATED OUT OF LIKE MATERIAL. INSTAL
1115039,6/9/12,6/9/12,N576ND,C172,7230,intake gasket leak/damage,c_28,#3 INTAKE LEAKING.,#3 INTAKE LEAKING.,6/9/12,7230,REMOVED & REPLACED #3 INTAKE GASKET.
1115042,6/9/12,6/9/12,N521ND,C172,7230,engine run rough,c_24,ENGINE INSPECTION PANEL MISSING SCREW,ENGINE INSPECTION PANEL MISSING SCREW,6/9/12,7230,REINSTALLED SCREW
1115043,6/9/12,6/9/12,N532ND,C172,7230,rocker cover leak/loose/damage,c_37,#1 ROCKER COVER IS LEAKING.,#1 ROCKER COVER IS LEAKING.,6/9/12,7230,REMOVED & REPLACED ROCKER COVER GASKET.
1115045,6/9/12,6/9/12,N564ND,C172,7230,intake gasket leak/damage,c_28,CYL #2 & 3 INTAKES ARE LEAKING.,CYL #2 & 3 INTAKES ARE LEAKING.,6/9/12,7230,REPLACED CYL #2 & 3 INTAKE GASKETS.
